,question,answer
3667,pemerintah mengatakan kita tidak perlu khawatir.,lalu mengapa beberapa sekolah menyuruh anak-anaknya untuk tinggal di rumah?
3668,lalu mengapa beberapa sekolah menyuruh anak-anaknya untuk tinggal di rumah?,"pemerintah mengatakan untuk sering-sering mencuci tangan, dan kita semua akan baik-baik saja."
3669,jangan mengupil.,aku tidak mengupil.
3670,aku tidak mengupil.,apa yang kamu lakukan?
3671,apa yang kamu lakukan?,aku sedang menggaruk hidungku.
3672,aku sedang menggaruk hidungku.,sepertinya aku tahu perbedaan antara memetik dan mencakar.
3673,sepertinya aku tahu perbedaan antara memetik dan mencakar.,"oke, Bu, mungkin aku sedang memetiknya sedikit."
3674,"oke, Bu, mungkin aku sedang memetiknya sedikit.",lain kali gunakan tisu.
3675,lain kali gunakan tisu.,aku tidak punya tisu.
3676,aku tidak punya tisu.,lalu tunggu sampai Anda menemukan tisu.
3677,lalu tunggu sampai Anda menemukan tisu.,saya tidak sabar. itu darurat.
3678,saya tidak sabar. itu darurat.,"ah, benarkah? mungkin Anda seharusnya menelepon 911."
3679,"ah, benarkah? mungkin Anda seharusnya menelepon 911.",itu bukan keadaan darurat seperti itu.
3680,remote tv kami kotor.,"ya, itu ditutupi dengan minyak mentah."
3681,"ya, itu ditutupi dengan minyak mentah.",aku akan membersihkannya.
3682,aku akan membersihkannya.,jangan gunakan air di atasnya!
3683,jangan gunakan air di atasnya!,aku akan menggunakan kain basah.
3684,aku akan menggunakan kain basah.,jangan biarkan air masuk ke celah mana pun.
3685,jangan biarkan air masuk ke celah mana pun.,aku akan memeras kainnya hingga hampir kering.
3686,aku akan memeras kainnya hingga hampir kering.,jangan menghapus nomor dari remote.
3687,jangan menghapus nomor dari remote.,aku akan menggosoknya dengan lembut namun tegas.
3688,aku akan menggosoknya dengan lembut namun tegas.,"tolong lakukan dengan cepat, jadi saya bisa mengganti saluran selama iklan."
3689,"tolong lakukan dengan cepat, jadi saya bisa mengganti saluran selama iklan.",aku akan mengembalikannya padamu dalam beberapa menit.
3690,aku akan mengembalikannya padamu dalam beberapa menit.,mungkin sebaiknya kita memasukkannya ke dalam kantong plastik agar tetap bersih.
3691,telingaku membunuhku.,apa masalahnya?
3692,apa masalahnya?,saya berada di pesawat.
3693,saya berada di pesawat.,Jadi?
3694,Jadi?,"jadi, tiap naik pesawat, telinga saya mulai sakit."
3695,"jadi, tiap naik pesawat, telinga saya mulai sakit.",itu tidak baik.
3696,itu tidak baik.,"terkadang rasa sakitnya hilang, dan terkadang tidak."
3697,"terkadang rasa sakitnya hilang, dan terkadang tidak.",apakah kamu sudah memeriksakan diri ke dokter?
3698,apakah kamu sudah memeriksakan diri ke dokter?,saya sudah ke dua dokter.
3699,saya sudah ke dua dokter.,dan mereka tidak dapat menyelesaikan masalahmu?
3700,dan mereka tidak dapat menyelesaikan masalahmu?,mereka berdua bilang aku harus menjalaninya.
3701,mereka berdua bilang aku harus menjalaninya.,atau Anda bisa menjauhi pesawat.
3702,apakah kamu melihat wanita dengan wajah baru?,apakah dia mendapatkan pekerjaan yang bagus?
3703,apakah dia mendapatkan pekerjaan yang bagus?,"dia mendapat pekerjaan ""segalanya""!"
3704,"dia mendapat pekerjaan ""segalanya""!",Apa maksudmu?
3705,Apa maksudmu?,tim dokter memberinya wajah baru.
3706,tim dokter memberinya wajah baru.,Mengapa mereka melakukan itu?
3707,Mengapa mereka melakukan itu?,seekor anjing gila menggigit sebagian besar wajahnya.
3708,seekor anjing gila menggigit sebagian besar wajahnya.,"oh, itu mengerikan. seperti apa penampilannya sekarang?"
3709,"oh, itu mengerikan. seperti apa penampilannya sekarang?","mukanya gendut banget, tapi katanya bengkaknya bakalan berkurang."
3710,"mukanya gendut banget, tapi katanya bengkaknya bakalan berkurang.",lalu apakah dia akan terlihat normal kembali?
3711,lalu apakah dia akan terlihat normal kembali?,saya rasa begitu.
3712,saya rasa begitu.,Tuhan memberkati pengobatan modern.
3713,ada yang salah dengan tangan kananku.,Apakah ada yang salah?
3714,Apakah ada yang salah?,itu sering kali terasa sakit.
3715,itu sering kali terasa sakit.,menurutmu apa itu?
3716,menurutmu apa itu?,aku tidak tahu. menurutku ini usia tua.
3717,aku tidak tahu. menurutku ini usia tua.,kalau sudah tua kenapa kedua tangannya tidak sakit?
3718,kalau sudah tua kenapa kedua tangannya tidak sakit?,itu pertanyaan yang bagus. mungkin ini bukan usia tua.
3719,itu pertanyaan yang bagus. mungkin ini bukan usia tua.,apakah kamu tidak kidal?
3720,apakah kamu tidak kidal?,Ya. seluruh hidupku.
3721,Ya. seluruh hidupku.,kamu membuat tangan kananmu lelah. berhenti menggunakannya terlalu sering.
3722,kamu membuat tangan kananmu lelah. berhenti menggunakannya terlalu sering.,tapi aku mengerjakan semua tulisanku dengan tangan kananku.
3723,tapi aku mengerjakan semua tulisanku dengan tangan kananku.,mulailah mengetik. dengan begitu tangan kiri Anda akan melakukan separuh pekerjaan.
3724,"halo, lu lagi ngapain?",gw lagi nonton tv aja
3725,gw lagi nonton tv aja,lagi nonton apa emang?
3726,lagi nonton apa emang?,ini lagi nonton bola
3727,ini lagi nonton bola,oh siapa yang sedang bermain?
3728,oh siapa yang sedang bermain?,Tim Nasional Indonesia sedang melawan Tim Nasional Vietnam
3729,Tim Nasional Indonesia sedang melawan Tim Nasional Vietnam,siapa yang sedang memimpin?
3730,Siapa yang sedang memimpin?,Indonesia lagi mimpin
3731,Indonesia lagi mimpin,Ohh hebat juga
3732,Ohh hebat juga,Gw juga engga menyangka Indonesia bisa memimpin
3733,Gw juga engga menyangka Indonesia bisa memimpin,menurut gw bisa menang sih kalo mainnya emang bagus
3734,menurut gw bisa menang sih kalo mainnya emang bagus,iya semoga saja mereka menang
3735,halo,"hai, ada apa?"
3736,"hai, ada apa?","mau nanya, lu suka bola ya?"
3737,"mau nanya, lu suka bola ya?","iya, kenapa emang?"
3738,"iya, kenapa emang?","mau nanya aja, lu ngikutin tim apa emang?"
3739,"mau nanya aja, lu ngikutin tim apa emang?",gw ngefans sama chelsea dari gw masih kecil
3740,gw ngefans sama chelsea dari gw masih kecil,"oh, siapa emang yang lu suka dari chelsea? bapak gw dulu suka banget sama michael essien"
3741,"oh, siapa emang yang lu suka dari chelsea? bapak gw dulu suka banget sama michael essien","keren juga bapak lu, gw dari kecil suka sama gaya mainnya drogba"
3742,"keren juga bapak lu, gw dari kecil suka sama gaya mainnya drogba",oh bapak gw juga suka drogba sih kayaknya dia masih punya bajunya
3743,oh bapak gw juga suka drogba sih kayaknya dia masih punya bajunya,"wah keren banget, gw boleh liat ga nanti?"
3744,"wah keren banget, gw boleh liat ga nanti?","boleh, kabarin aja nanti"
3745,"hai, besok lu ada rencana keluar ga?","engga sih, kenapa emang?"
3746,"engga sih, kenapa emang?","gw lagi gaada kerjaan, jadi mau mau ngajak lu main bulu tangkis"
3747,"gw lagi gaada kerjaan, jadi mau mau ngajak lu main bulu tangkis","eh mau dong, emangnya mau main di mana?"
3748,"eh mau dong, emangnya mau main di mana?",ada tempat baru di daerah tebet
3749,ada tempat baru di daerah tebet,"oh boleh deh, gw juga lagi pengen mulai olahraga lagi"
3750,"oh boleh deh, gw juga lagi pengen mulai olahraga lagi",oke gw pesen ya lapangannya kalau begitu
3751,oke gw pesen ya lapangannya kalau begitu,"oke, makasih ya"
3752,"halo, salam kenal ya","hai, salam kenal juga"
3753,"hai, salam kenal juga",kamu lagi ngapain?
3754,kamu lagi ngapain?,lagi bantu keluarga beresin rumah aja sih ini
3755,lagi bantu keluarga beresin rumah aja sih ini,"oalah, emangnya rumah kamu di daerah mana?"
3756,"oalah, emangnya rumah kamu di daerah mana?",aku tinggal di depok
3757,aku tinggal di depok,wah deket banget tuh dari rumah aku di lenteng agung
3758,wah deket banget tuh dari rumah aku di lenteng agung,eh deket banget itu
3759,eh deket banget itu,"iya, tp kamu suka ga tinggal di daerah sini?"
3760,"iya, tp kamu suka ga tinggal di daerah sini?","aku lumayan seneng sih di sini, emangnya kamu enggak?"
3761,"aku lumayan seneng sih di sini, emangnya kamu enggak?",jujur aku kurang seneng sih di sini
3762,jujur aku kurang seneng sih di sini,kenapa tuh kalo boleh tau?
3763,kenapa tuh kalo boleh tau?,tempat kerja ku lumayan jauh dari sini dan enggak ada kendaraan umum yang ke sana
3764,tempat kerja ku lumayan jauh dari sini dan enggak ada kendaraan umum yang ke sana,oh iya sih pasti bakal boros bensin atau tol
3765,oh iya sih pasti bakal boros bensin atau tol,"bener banget, temen main aku juga pada enggak tinggal di sini"
3766,"bener banget, temen main aku juga pada enggak tinggal di sini",emangnya temen-temen kamu pada tinggal di daerah mana?
3767,emangnya temen-temen kamu pada tinggal di daerah mana?,mereka pada tinggal di tangsel
3768,mereka pada tinggal di tangsel,wah ribet juga ya kalau mau main
3769,wah ribet juga ya kalau mau main,iya makanya aku kurang demen tinggal di sini
3770,haloo,"haii salam kenal, aku putri"
3771,"haii salam kenal, aku putri","halo putri, nama aku aldi"
3772,"halo putri, nama aku aldi","kalo boleh tau, kamu tinggal di mana aldi ?"
3773,"kalo boleh tau, kamu tinggal di mana aldi ?","rumah aku di cipete, kalau kamu di mana?"
3774,"rumah aku di cipete, kalau kamu di mana?","wah deket, aku di lebak bulus"
3775,"wah deket, aku di lebak bulus",iya tinggal naik MRT langsung sampe
3776,iya tinggal naik MRT langsung sampe,"bener banget, kebetulan besok aku lagi kosong nih. kamu mau main ga?"
3777,"bener banget, kebetulan besok aku lagi kosong nih. kamu mau main ga?","boleh, mau main dimana emang?"
3778,"boleh, mau main dimana emang?",aku kepikirannya yang deket rumah kita aja sih
3779,aku kepikirannya yang deket rumah kita aja sih,oh boleh banget biar tinggal naik MRT aja
3780,oh boleh banget biar tinggal naik MRT aja,"iya, mau ga kalau ketemuan di Citos?"
3781,"iya, mau ga kalau ketemuan di Citos?","boleh, aku udah lama ga ke situ"
3782,"boleh, aku udah lama ga ke situ","oke, sekitar jam 4 sore kali ya ketemuan di sana"
3783,"oke, sekitar jam 4 sore kali ya ketemuan di sana",iya sekitar jam segitu aja ga gitu macet juga kan dari rumah kita
3784,iya sekitar jam segitu aja ga gitu rame juga kan dari rumah kita,"bener banget, nanti kabarin aja kalau udah mau jalan"
3785,"halo, gw boleh ke rumah lu engga nanti sore","hai, ada apa emangnya?"
3786,"hai, ada apa emangnya?",gw lagi ada tugas survey gitu
3787,gw lagi ada tugas survey gitu,"oh boleh aja sih, lu tau rumah gw di mana kan?"
3788,"oh boleh aja sih, lu tau rumah gw di mana kan?",di cibubur kan?
3789,di cibubur kan?,eh gw udh pindah rumah
3790,eh gw udh pindah rumah,oh iya? emangnya lu pindah ke mana?
3791,oh iya? emangnya lu pindah ke mana?,gw tinggal di rawamangun sekarang
3792,gw tinggal di rawamangun sekarang,"oalah, dari rumah gw ke situ naik apa ya enaknya?"
3793,"oalah, dari rumah gw ke situ naik apa ya enaknya?",rumah lu tuh di tebet kan ya?
3794,rumah lu tuh di tebet kan ya?,ada bus yang langsung ke rawamangun ke tebet kok
3795,ada bus yang langsung ke rawamangun ke tebet kok,oalah baru tau gw itu
3796,oalah baru tau gw itu,"iya, coba lu cek di internet deh"
3797,"iya, coba lu cek di internet deh",ini ya yang bus no 14C
3798,ini ya yang bus no 14C,iya bener yg itu
3799,iya bener yg itu,"okedeh kalau begitu, mungkin 2 jam lagi gw bakal berangkat"
3800,"okedeh kalau begitu, mungkin 2 jam lagi gw bakal berangkat","siap, kabarin lagi ya kalau udah mau deket rawamangun"
3801,"siap, kabarin lagi ya kalau udah mau deket rawamangun",siapp
3802,"haloo, salam kenal aku farhan","halo farhan, salam kenal nama aku vania"
3803,"halo farhan, salam kenal nama aku vania","hai vania, kamu keliatannya seperti orang yang suka nonton film"
3804,"hai vania, kamu keliatannya seperti orang yang suka nonton film",hahaha kamu ga salah kok
3805,hahaha kamu ga salah kok,kamu suka nonton film apa emang?
3806,kamu suka nonton film apa emang?,aku suka nonton film buatannya christopher nolan
3807,aku suka nonton film buatannya christopher nolan,"wah aku juga suka nolan, film nolan favorit kamu apa?"
3808,"wah aku juga suka nolan, film nolan favorit kamu apa?","aku suka banget oppenheimer, kalau kamu emangnya apa?"
3809,"aku suka banget oppenheimer, kalau kamu emangnya apa?",aku juga suka banget sama oppenheimer
3810,aku juga suka banget sama oppenheimer,wah aku jarang banget ketemu orang yang pilih oppenheimer jadi film favorit dia
3811,wah aku jarang banget ketemu orang yang pilih oppenheimer jadi film favorit dia,iya sama aku juga ngerasa semua orang sukanya mungkin interstellar atau the dark knight 
3812,iya sama aku juga ngerasa semua orang sukanya mungkin interstellar atau the dark knight ,iya dua film itu emang favorit semua orang
3813,iya dua film itu emang favorit semua orang,kalau kamu emang kenapa bisa suka banget sama oppenheimer
3814,kalau kamu emang kenapa bisa suka banget sama oppenheimer,aku suka banget soalnya ceritanya lebih ke drama gitu tapi masih ada ciri khas nolan
3815,aku suka banget soalnya ceritanya lebih ke drama gitu tapi masih ada ciri khas nolan,eh iya bener banget
3816,eh iya bener banget,"iya kan, jarang ada film drama tapi bisa kayak oppenheimer"
3817,"iya kan, jarang ada film drama tapi bisa kayak oppenheimer",aku pengen banget sih kalau nolan bikin film kayak oppenheimer lagi
3818,aku pengen banget sih kalau nolan bikin film kayak oppenheimer lagi,sama aku juga pengen banget
3819,"eh mau nanya dong, lu suka film kyk apa?",gw demen nonton film action sih
3820,gw demen nonton film action sih,film action yang kayak gimana?
3821,film action yang kayak gimana?,apa aja boleh sih yang penting keliatan seru
3822,apa aja boleh sih yang penting keliatan seru,"oh, soalnya gw pengen bawa film gw ke rumah lu nih"
3823,"oh, soalnya gw pengen bawa film gw ke rumah lu nih","eh boleh banget, lu ada film apa aja emang?"
3824,"eh boleh banget, lu ada film apa aja emang?",banyak sih kalau action
3825,banyak sih kalau action,boleh dong nonton heat kalau lu punya
3826,boleh dong nonton heat kalau lu punya,gw punya heat kok
3827,gw punya heat kok,mantap gw belum nonton itu soalnya
3828,mantap gw belum nonton itu soalnya,gw juga kok
3829,gw juga kok,oke fix nonton heat ya
3830,oke fix nonton heat ya,"siap, mau gw bawain makanan atau minuman ga?"
3831,"siap, mau gw bawain makanan atau minuman ga?","eh gausah, nanti pesen aja dari rumah gw"
3832,"eh gausah, nanti pesen aja dari rumah gw",okedeh kalau begitu
3833,ehh besok mau nonton ga?,nonton apa?
3834,nonton apa?,itu di bioskop ada film haikyuu
3835,itu di bioskop ada film haikyuu,"ayok, gw baru aja selesai nonton animenya"
3836,"ayok, gw baru aja selesai nonton animenya",mau nonton yang jam berapa?
3837,mau nonton yang jam berapa?,kalau besok gw cuman kosong dari siang sampe sore sih
3838,kalau besok gw cuman kosong dari siang sampe sore sih,"oalah, gw pesen yang jam 1 aja kali ya"
3839,"oalah, gw pesen yang jam 1 aja kali ya","boleh, nanti gw transfer ke lu aja ya"
3840,"boleh, nanti gw transfer ke lu aja ya","iya, ini udah gw pesen yak"
3841,"iya, ini udah gw pesen yak",oke makasih yak
3842,eh kamu suka hewan ya?,"iya, emangnya kenapa?"
3843,"iya, emangnya kenapa?",kebetulan keluarga aku baru pelihara kucing jadi pengen saran aja sih
3844,kebetulan keluarga aku baru pelihara kucing jadi pengen saran aja sih,"wah, saran buat apa tuh?"
3845,"wah, saran buat apa tuh?","rambut dia suka rontok gitu, kamu tau ga ini aku harus ngapain?"
3846,"rambut dia suka rontok gitu, kamu tau ga ini aku harus ngapain?","oalah, aku kurang tau detailnya sih tapi kayaknya itu dia salah makan"
3847,"oalah, aku kurang tau detailnya sih tapi kayaknya itu dia salah makan",nah kebetulan orang tua aku abis ganti merk makanan dia sih
3848,nah kebetulan orang tua aku abis ganti merk makanan dia sih,iya bisa jadi karena itu
3849,iya bisa jadi karena itu,menurut kamu mending langsung ke dokter hewan aja atau gimana?
3850,menurut kamu mending langsung ke dokter hewan aja atau gimana?,"iya bawa aja, bisa aja itu bukan karena makanannya"
3851,"iya bawa aja, bisa aja itu bukan karena makanannya","okedeh kalau begitu, makasih yak"
3852,eh lu pelihara anjing ya di rumah?,iya keluarga gw pelihara anjing
3853,iya keluarga gw pelihara anjing,galak ga?
3854,galak ga?,biasanya baik sih sama tamu
3855,biasanya baik sih sama tamu,"ohh oke, gw agak takut aja sih hehe"
3856,"ohh oke, gw agak takut aja sih hehe",santai nanti gw jagain kok pas lu sampe rumah gw
3857,santai nanti gw jagain kok pas lu sampe rumah gw,oke mantap
3858,"farhan, kamu pernah pelihara hewan ga?",cuman pernah pelihara ikan sih
3859,cuman pernah pelihara ikan sih,ikan jenis apa emang?
3860,ikan jenis apa emang?,waktu itu bapak aku pelihara koi
3861,waktu itu bapak aku pelihara koi,oalah itu harus dipelihara di kolam ya?
3862,oalah itu harus dipelihara di kolam ya?,aku kurang tau sih cuman biasanya koi tuh selalu di kolam
3863,aku kurang tau sih cuman biasanya koi tuh selalu di kolam,"oalah, menurut kamu ribet ga ngurusin kolam?"
3864,"oalah, menurut kamu ribet ga ngurusin kolam?","kalau kata bapak aku sih lumayan, emangnya kenapa?"
3865,"kalau kata bapak aku sih lumayan, emangnya kenapa?",keluarga aku pengen pelihara ikan juga soalnya
3866,keluarga aku pengen pelihara ikan juga soalnya,"oalah, kasih tau aja apa yang mau kamu tanyain nanti aku kasih tau ke bapak aku"
